banktxn_id,created_at,client_id,bank_account_id,txn_date,txn_description,ai_fqn,ai_payee,status,pld_txn_id,confidence_fqn,confidence_payee,user_fqn,user_payee,match_fqn,match_payee,fqn_method,payee_method,check_num,txn_source,completed_at,source_file,source_user,commit_user,qbo_write_method,dup_match,txn_amount,reconcile,invoice_bill,qbo_id
31598,2025-05-05 14:48:53.01992+00,299,275,2023-11-07,"Midtown Places, Net Settle 110723 000019286211670 Midtown Places, LLC-a1",,test,cleaned,NULL,49,57,NULL,NULL,NULL,NULL,rag,ngram-fuzzy,NULL,CSV,NULL,Checking_no_header_20250505_144729,663,NULL,NULL,NULL,-1302.72,NULL,NULL,NULL
34045,2025-05-11 19:46:04.944184+00,180,90,2023-04-26,Check,NULL,NULL,duplicate,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CSV,NULL,FNB%202023_20250511_194513,528,NULL,NULL,34524,-5000.00,NULL,NULL,NULL
34049,2025-05-11 19:46:04.944184+00,180,90,2023-05-15,AGCO FINANCE LLC ACH 001-0512986-000,Contract labor,BTL Liner Inc.,complete,NULL,56,56,Interest paid,Holt Ag Service,FALSE,FALSE,similarity_matching,similarity_matching,NULL,CSV,2025-05-14 21:00:41.192669,FNB%202023_20250511_194513,528,528,purchase,NULL,-1239.16,NULL,NULL,NULL
31128,2025-05-05 11:58:29.424599+00,299,275,2022-04-01,WILBUR-ELLIS COM BT0331 000000171900416,Bank Charges,Cool Cars,userreview,NULL,52,52,Bank Charges,Cool Cars,TRUE,TRUE,similarity_matching,similarity_matching,NULL,CSV,NULL,FNB%202022_20250505_115731,663,663,NULL,NULL,790.50,NULL,NULL,NULL
31129,2025-05-05 11:58:29.424599+00,299,275,2022-04-01,GOLDEN STATE FAR Bill Pay,Billable Expense Income,Geeta Kalapatapu,userreview,NULL,100,100,Billable Expense Income,Geeta Kalapatapu,TRUE,TRUE,similarity_matching,similarity_matching,NULL,CSV,NULL,FNB%202022_20250505_115731,663,663,NULL,NULL,2000.00,NULL,NULL,NULL
31139,2025-05-05 13:11:51.375876+00,299,275,2022-12-28,SBA LOAN PAYMENT 0000,Bank Charges,Cool Cars,userreview,NULL,53,53,NULL,NULL,NULL,NULL,similarity_matching,similarity_matching,NULL,CSV,NULL,FNB%202022_20250505_130706,663,NULL,NULL,NULL,50.00,NULL,NULL,NULL
31142,2025-05-05 13:11:51.375876+00,299,275,2022-12-02,Check,NULL,NULL,userreview.check,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1030,CSV,NULL,FNB%202022_20250505_130706,663,NULL,NULL,NULL,310.20,NULL,NULL,NULL
33021,2025-05-07 19:35:48.926745+00,299,274,2022-08-01,MARTINEZ AG SERV Bill Pay,NULL,NULL,userreview,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rag,ngram-fuzzy,NULL,CSV,NULL,FNB%202022_20250507_193538,673,NULL,NULL,NULL,2310.00,NULL,NULL,NULL
33023,2025-05-07 19:35:49.55495+00,299,274,2022-07-28,Deposit,Legal & Professional Fees:Accounting,Cool Cars,userreview,NULL,84,84,NULL,NULL,NULL,NULL,similarity_matching,similarity_matching,NULL,CSV,NULL,FNB%202022_20250507_193538,673,NULL,NULL,NULL,-25000.00,NULL,NULL,NULL
33024,2025-05-07 19:35:49.55495+00,299,274,2022-07-15,AGCO FINANCE LLC ACH 001-0512986-000,NULL,NULL,userreview,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rag,ngram-fuzzy,NULL,CSV,NULL,FNB%202022_20250507_193538,673,NULL,NULL,NULL,1239.16,NULL,NULL,NULL
33025,2025-05-07 19:35:49.55495+00,299,274,2022-07-06,GOLDEN STATE FAR Bill Pay,Billable Expense Income,Geeta Kalapatapu,userreview,NULL,100,100,NULL,NULL,NULL,NULL,similarity_matching,similarity_matching,NULL,CSV,NULL,FNB%202022_20250507_193538,673,NULL,NULL,NULL,789.00,NULL,NULL,NULL
33026,2025-05-07 19:35:49.55495+00,299,274,2022-07-01,GOLDEN STATE FAR Bill Pay,Billable Expense Income,Geeta Kalapatapu,userreview,NULL,100,100,NULL,NULL,NULL,NULL,similarity_matching,similarity_matching,NULL,CSV,NULL,FNB%202022_20250507_193538,673,NULL,NULL,NULL,2000.00,NULL,NULL,NULL
33027,2025-05-07 19:35:49.55495+00,299,274,2022-06-15,AGCO FINANCE LLC ACH 001-0512986-000,NULL,NULL,userreview,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rag,ngram-fuzzy,NULL,CSV,NULL,FNB%202022_20250507_193538,673,NULL,NULL,NULL,1239.16,NULL,NULL,NULL
33028,2025-05-07 19:35:49.55495+00,299,274,2022-06-13,HOLT AG SOLUTION Bill Pay,NULL,NULL,userreview,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rag,ngram-fuzzy,NULL,CSV,NULL,FNB%202022_20250507_193538,673,NULL,NULL,NULL,1085.73,NULL,NULL,NULL
33029,2025-05-07 19:35:49.55495+00,299,274,2022-06-08,WILBUR-ELLIS COM BT0607 000000179763120,NULL,NULL,userreview,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rag,ngram-fuzzy,NULL,CSV,NULL,FNB%202022_20250507_193538,673,NULL,NULL,NULL,13625.46,NULL,NULL,NULL
33030,2025-05-07 19:35:49.55495+00,299,274,2022-06-03,Deposit,Legal & Professional Fees:Accounting,Cool Cars,userreview,NULL,85,85,NULL,NULL,NULL,NULL,similarity_matching,similarity_matching,NULL,CSV,NULL,FNB%202022_20250507_193538,673,NULL,NULL,NULL,-20000.00,NULL,NULL,NULL
33031,2025-05-07 19:35:49.55495+00,299,274,2022-06-01,GOLDEN STATE FAR Bill Pay,Billable Expense Income,Geeta Kalapatapu,userreview,NULL,100,100,NULL,NULL,NULL,NULL,similarity_matching,similarity_matching,NULL,CSV,NULL,FNB%202022_20250507_193538,673,NULL,NULL,NULL,2000.00,NULL,NULL,NULL
33032,2025-05-07 19:35:49.55495+00,299,274,2022-05-16,AGCO FINANCE LLC ACH 001-0512986-000,NULL,NULL,userreview,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rag,ngram-fuzzy,NULL,CSV,NULL,FNB%202022_20250507_193538,673,NULL,NULL,NULL,1239.16,NULL,NULL,NULL
33033,2025-05-07 19:35:49.55495+00,299,274,2022-04-29,GOLDEN STATE FAR Bill Pay,Billable Expense Income,Geeta Kalapatapu,userreview,NULL,100,100,NULL,NULL,NULL,NULL,similarity_matching,similarity_matching,NULL,CSV,NULL,FNB%202022_20250507_193538,673,NULL,NULL,NULL,2000.00,NULL,NULL,NULL
33034,2025-05-07 19:35:49.55495+00,299,274,2022-04-26,Check,NULL,NULL,userreview.check,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CSV,NULL,FNB%202022_20250507_193538,673,NULL,NULL,NULL,508.95,NULL,NULL,NULL
33035,2025-05-07 19:35:49.55495+00,299,274,2022-04-26,BUCK'S DRAFTING SALE,NULL,NULL,userreview,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rag,ngram-fuzzy,NULL,CSV,NULL,FNB%202022_20250507_193538,673,NULL,NULL,NULL,11490.00,NULL,NULL,NULL
33036,2025-05-07 19:35:49.55495+00,299,274,2022-04-19,Check,NULL,NULL,userreview.check,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CSV,NULL,FNB%202022_20250507_193538,673,NULL,NULL,NULL,6600.00,NULL,NULL,NULL
33037,2025-05-07 19:35:49.55495+00,299,274,2022-04-19,WILBUR-ELLIS COM BT0418 000000173886232,NULL,NULL,userreview,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rag,ngram-fuzzy,NULL,CSV,NULL,FNB%202022_20250507_193538,673,NULL,NULL,NULL,10839.58,NULL,NULL,NULL
33038,2025-05-07 19:35:49.55495+00,299,274,2022-04-15,AGCO FINANCE LLC ACH 001-0512986-000,NULL,NULL,userreview,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rag,ngram-fuzzy,NULL,CSV,NULL,FNB%202022_20250507_193538,673,NULL,NULL,NULL,1239.16,NULL,NULL,NULL
33039,2025-05-07 19:35:49.55495+00,299,274,2022-04-12,Deposit,Legal & Professional Fees:Accounting,Cool Cars,userreview,NULL,83,83,NULL,NULL,NULL,NULL,similarity_matching,similarity_matching,NULL,CSV,NULL,FNB%202022_20250507_193538,673,NULL,NULL,NULL,-30000.00,NULL,NULL,NULL
33040,2025-05-07 19:35:49.55495+00,299,274,2022-04-05,Solano County Pr 7077847485 3826711171,NULL,NULL,userreview,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rag,ngram-fuzzy,NULL,CSV,NULL,FNB%202022_20250507_193538,673,NULL,NULL,NULL,3302.51,NULL,NULL,NULL
33041,2025-05-07 19:35:49.55495+00,299,274,2022-04-05,Solano County Pr 7077847485 3826710546,NULL,NULL,userreview,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rag,ngram-fuzzy,NULL,CSV,NULL,FNB%202022_20250507_193538,673,NULL,NULL,NULL,1648.74,NULL,NULL,NULL
33042,2025-05-07 19:35:49.83137+00,299,274,2022-04-05,FRANCHISE TAX BO PAYMENTS 87456634 PM,NULL,NULL,userreview,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rag,ngram-fuzzy,NULL,CSV,NULL,FNB%202022_20250507_193538,673,NULL,NULL,NULL,800.00,NULL,NULL,NULL
33043,2025-05-07 19:35:49.83137+00,299,274,2022-04-01,WILBUR-ELLIS COM BT0331 000000171900416,NULL,NULL,userreview,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rag,ngram-fuzzy,NULL,CSV,NULL,FNB%202022_20250507_193538,673,NULL,NULL,NULL,7913.50,NULL,NULL,NULL
33046,2025-05-07 19:35:49.83137+00,299,274,2022-03-15,AGCO FINANCE LLC ACH 001-0512986-000,NULL,NULL,userreview,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rag,ngram-fuzzy,NULL,CSV,NULL,FNB%202022_20250507_193538,673,NULL,NULL,NULL,1239.16,NULL,NULL,NULL
33047,2025-05-07 19:35:49.83137+00,299,274,2022-03-01,GOLDEN STATE FAR Bill Pay,Billable Expense Income,Geeta Kalapatapu,userreview,NULL,100,100,NULL,NULL,NULL,NULL,similarity_matching,similarity_matching,NULL,CSV,NULL,FNB%202022_20250507_193538,673,NULL,NULL,NULL,2000.00,NULL,NULL,NULL
33049,2025-05-07 19:35:49.83137+00,299,274,2022-02-03,Check,NULL,NULL,userreview.check,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CSV,NULL,FNB%202022_20250507_193538,673,NULL,NULL,NULL,577.00,NULL,NULL,NULL
33050,2025-05-07 19:35:49.83137+00,299,274,2022-02-01,GOLDEN STATE FAR Bill Pay,Billable Expense Income,Geeta Kalapatapu,userreview,NULL,100,100,NULL,NULL,NULL,NULL,similarity_matching,similarity_matching,NULL,CSV,NULL,FNB%202022_20250507_193538,673,NULL,NULL,NULL,1000.00,NULL,NULL,NULL
33051,2025-05-07 19:35:49.83137+00,299,274,2022-01-31,Check,NULL,NULL,userreview.check,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CSV,NULL,FNB%202022_20250507_193538,673,NULL,NULL,NULL,8000.00,NULL,NULL,NULL
33052,2025-05-07 19:35:49.83137+00,299,274,2022-01-26,Deposit,Legal & Professional Fees:Accounting,Cool Cars,userreview,NULL,75,75,NULL,NULL,NULL,NULL,similarity_matching,similarity_matching,NULL,CSV,NULL,FNB%202022_20250507_193538,673,NULL,NULL,NULL,-9360.00,NULL,NULL,NULL
33053,2025-05-07 19:38:02.221513+00,299,277,2022-09-08,PG&E,NULL,NULL,userreview,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rag,ngram-fuzzy,NULL,CSV,NULL,2022%20CC%20part%201%20-%20Copy_20250507_193733,673,NULL,NULL,NULL,901.74,NULL,NULL,NULL
33054,2025-05-07 19:38:02.221513+00,299,277,2022-09-22,PG&E,NULL,NULL,userreview,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rag,ngram-fuzzy,NULL,CSV,NULL,2022%20CC%20part%201%20-%20Copy_20250507_193733,673,NULL,NULL,NULL,2499.00,NULL,NULL,NULL
33055,2025-05-07 19:38:02.221513+00,299,277,2022-10-06,PG&E,NULL,NULL,userreview,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rag,ngram-fuzzy,NULL,CSV,NULL,2022%20CC%20part%201%20-%20Copy_20250507_193733,673,NULL,NULL,NULL,896.00,NULL,NULL,NULL
33056,2025-05-07 19:38:02.221513+00,299,277,2022-11-03,PG&E,NULL,NULL,userreview,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rag,ngram-fuzzy,NULL,CSV,NULL,2022%20CC%20part%201%20-%20Copy_20250507_193733,673,NULL,NULL,NULL,2867.00,NULL,NULL,NULL
33057,2025-05-07 19:38:02.221513+00,299,277,2022-11-03,PG&E,NULL,NULL,userreview,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rag,ngram-fuzzy,NULL,CSV,NULL,2022%20CC%20part%201%20-%20Copy_20250507_193733,673,NULL,NULL,NULL,896.00,NULL,NULL,NULL
33058,2025-05-07 19:38:02.221513+00,299,277,2022-12-03,PG&E,NULL,NULL,userreview,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rag,ngram-fuzzy,NULL,CSV,NULL,2022%20CC%20part%201%20-%20Copy_20250507_193733,673,NULL,NULL,NULL,896.00,NULL,NULL,NULL
31148,2025-05-05 13:11:51.375876+00,299,275,2022-11-15,AGCO FINANCE LLC ACH 001-0512986-000,Bank Charges,Cool Cars,userreview,NULL,52,52,NULL,NULL,NULL,NULL,similarity_matching,similarity_matching,NULL,CSV,NULL,FNB%202022_20250505_130706,663,NULL,NULL,NULL,1239.16,NULL,NULL,NULL
31149,2025-05-05 13:11:51.375876+00,299,275,2022-10-17,AGCO FINANCE LLC ACH 001-0512986-000,Accounts Receivable (A/R),Bill's Windsurf Shop,userreview,NULL,52,52,NULL,NULL,NULL,NULL,similarity_matching,similarity_matching,NULL,CSV,NULL,FNB%202022_20250505_130706,663,NULL,NULL,NULL,1239.16,NULL,NULL,NULL
31152,2025-05-05 13:11:51.375876+00,299,275,2022-09-01,Check,NULL,NULL,userreview.check,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1028,CSV,NULL,FNB%202022_20250505_130706,663,NULL,NULL,NULL,177.90,NULL,NULL,NULL
33059,2025-05-07 19:38:02.221513+00,299,277,2022-12-25,PG&E,NULL,NULL,userreview,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rag,ngram-fuzzy,NULL,CSV,NULL,2022%20CC%20part%201%20-%20Copy_20250507_193733,673,NULL,NULL,NULL,1338.42,NULL,NULL,NULL
33060,2025-05-07 19:38:02.221513+00,299,277,2022-09-18,PG&E Sisi,NULL,NULL,userreview,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rag,ngram-fuzzy,NULL,CSV,NULL,2022%20CC%20part%201%20-%20Copy_20250507_193733,673,NULL,NULL,NULL,5000.00,NULL,NULL,NULL
33061,2025-05-07 19:38:02.221513+00,299,277,2022-09-19,PG&E Sisi,NULL,NULL,userreview,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rag,ngram-fuzzy,NULL,CSV,NULL,2022%20CC%20part%201%20-%20Copy_20250507_193733,673,NULL,NULL,NULL,530.14,NULL,NULL,NULL
33062,2025-05-07 19:38:02.221513+00,299,277,2022-11-29,PG&E,NULL,NULL,userreview,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rag,ngram-fuzzy,NULL,CSV,NULL,2022%20CC%20part%201%20-%20Copy_20250507_193733,673,NULL,NULL,NULL,1639.03,NULL,NULL,NULL
33063,2025-05-07 19:40:09.809461+00,299,274,2022-09-08,PG&E,NULL,NULL,userreview,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rag,ngram-fuzzy,NULL,CSV,NULL,2022%20CC%20part%201%20-%20Copy_20250507_193907,673,NULL,NULL,NULL,-901.74,NULL,NULL,NULL
33064,2025-05-07 19:40:09.809461+00,299,274,2022-09-22,PG&E,NULL,NULL,userreview,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rag,ngram-fuzzy,NULL,CSV,NULL,2022%20CC%20part%201%20-%20Copy_20250507_193907,673,NULL,NULL,NULL,-2499.00,NULL,NULL,NULL
33065,2025-05-07 19:40:09.809461+00,299,274,2022-10-06,PG&E,NULL,NULL,userreview,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rag,ngram-fuzzy,NULL,CSV,NULL,2022%20CC%20part%201%20-%20Copy_20250507_193907,673,NULL,NULL,NULL,-896.00,NULL,NULL,NULL
33066,2025-05-07 19:40:09.809461+00,299,274,2022-11-03,PG&E,NULL,NULL,userreview,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rag,ngram-fuzzy,NULL,CSV,NULL,2022%20CC%20part%201%20-%20Copy_20250507_193907,673,NULL,NULL,NULL,-2867.00,NULL,NULL,NULL
33067,2025-05-07 19:40:09.809461+00,299,274,2022-11-03,PG&E,NULL,NULL,userreview,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rag,ngram-fuzzy,NULL,CSV,NULL,2022%20CC%20part%201%20-%20Copy_20250507_193907,673,NULL,NULL,NULL,-896.00,NULL,NULL,NULL
33068,2025-05-07 19:40:09.809461+00,299,274,2022-12-03,PG&E,NULL,NULL,userreview,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rag,ngram-fuzzy,NULL,CSV,NULL,2022%20CC%20part%201%20-%20Copy_20250507_193907,673,NULL,NULL,NULL,-896.00,NULL,NULL,NULL
33069,2025-05-07 19:40:09.809461+00,299,274,2022-12-25,PG&E,NULL,NULL,userreview,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rag,ngram-fuzzy,NULL,CSV,NULL,2022%20CC%20part%201%20-%20Copy_20250507_193907,673,NULL,NULL,NULL,-1338.42,NULL,NULL,NULL
33070,2025-05-07 19:40:09.809461+00,299,274,2022-09-18,PG&E Sisi,NULL,NULL,userreview,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rag,ngram-fuzzy,NULL,CSV,NULL,2022%20CC%20part%201%20-%20Copy_20250507_193907,673,NULL,NULL,NULL,-5000.00,NULL,NULL,NULL
33071,2025-05-07 19:40:09.809461+00,299,274,2022-09-19,PG&E Sisi,NULL,NULL,userreview,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rag,ngram-fuzzy,NULL,CSV,NULL,2022%20CC%20part%201%20-%20Copy_20250507_193907,673,NULL,NULL,NULL,-530.14,NULL,NULL,NULL
33072,2025-05-07 19:40:09.809461+00,299,274,2022-11-29,PG&E,NULL,NULL,userreview,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rag,ngram-fuzzy,NULL,CSV,NULL,2022%20CC%20part%201%20-%20Copy_20250507_193907,673,NULL,NULL,NULL,-1639.03,NULL,NULL,NULL
33073,2025-05-07 19:46:38.791656+00,299,274,2023-12-21,BILL PAY American Pacific Mortgage RECURRING xxxxxxxxx1658 ON 12-21,NULL,NULL,userreview,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rag,ngram-fuzzy,NULL,CSV,NULL,Checking_no_header%202_20250507_194445,673,NULL,NULL,NULL,-1424.24,NULL,NULL,NULL
33074,2025-05-07 19:46:38.791656+00,299,274,2023-12-19,"BUSINESS TO BUSINESS ACH Midtown Places, Settlement 121923 000019668757538 Midtown Places, LLC-a1",NULL,NULL,userreview,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rag,ngram-fuzzy,NULL,CSV,NULL,Checking_no_header%202_20250507_194445,673,NULL,NULL,NULL,-6.94,NULL,NULL,NULL
33075,2025-05-07 19:46:38.791656+00,299,274,2023-12-18,eDeposit in Branch 12/18/23 11:32:34 AM 3001 CAPITOL AVE SACRAMENTO CA,NULL,NULL,userreview,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rag,ngram-fuzzy,NULL,CSV,NULL,Checking_no_header%202_20250507_194445,673,NULL,NULL,NULL,2135.00,NULL,NULL,NULL
33076,2025-05-07 19:46:38.791656+00,299,274,2023-12-14,"BUSINESS TO BUSINESS ACH Midtown Places, Settlement 121423 000019637384682 Midtown Places, LLC-a1",NULL,NULL,userreview,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rag,ngram-fuzzy,NULL,CSV,NULL,Checking_no_header%202_20250507_194445,673,NULL,NULL,NULL,-1490.00,NULL,NULL,NULL
33077,2025-05-07 19:46:38.791656+00,299,274,2023-12-14,BILL PAY Sac Count 1019 ON-LINE xxxxxxx1335 ON 12-14,Billable Expense Income,Geeta Kalapatapu,userreview,NULL,83,83,NULL,NULL,NULL,NULL,similarity_matching,similarity_matching,NULL,CSV,NULL,Checking_no_header%202_20250507_194445,673,NULL,NULL,NULL,-113.70,NULL,NULL,NULL
33078,2025-05-07 19:46:38.791656+00,299,274,2023-12-12,"BUSINESS TO BUSINESS ACH Midtown Places, Settlement 121223 000019622972838 Midtown Places, LLC-a1",NULL,NULL,userreview,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rag,ngram-fuzzy,NULL,CSV,NULL,Checking_no_header%202_20250507_194445,673,NULL,NULL,NULL,-1000.00,NULL,NULL,NULL
33082,2025-05-07 19:46:38.791656+00,299,274,2023-12-11,APPFOLIO VV9T 8666481536 231208 FNM Properties LLC,NULL,Hall Properties,userreview,NULL,NULL,90,NULL,NULL,NULL,NULL,rag,ngram-fuzzy,NULL,CSV,NULL,Checking_no_header%202_20250507_194445,673,NULL,NULL,NULL,395.00,NULL,NULL,NULL
33088,2025-05-07 19:46:38.791656+00,299,274,2023-12-05,BILL PAY City of Sac 2745 ON-LINE xxxxxx7331 ON 12-05,Billable Expense Income,Geeta Kalapatapu,userreview,NULL,100,100,NULL,NULL,NULL,NULL,similarity_matching,similarity_matching,NULL,CSV,NULL,Checking_no_header%202_20250507_194445,673,NULL,NULL,NULL,-140.77,NULL,NULL,NULL
33089,2025-05-07 19:46:38.791656+00,299,274,2023-12-05,BILL PAY City of Sac 1019 ON-LINE xxxxxx4791 ON 12-05,Billable Expense Income,Geeta Kalapatapu,userreview,NULL,100,100,NULL,NULL,NULL,NULL,similarity_matching,similarity_matching,NULL,CSV,NULL,Checking_no_header%202_20250507_194445,673,NULL,NULL,NULL,-119.38,NULL,NULL,NULL
33090,2025-05-07 19:46:38.791656+00,299,274,2023-12-05,BILL PAY SMUD 1814 ON-LINE xxx7771 ON 12-05,Billable Expense Income,Geeta Kalapatapu,userreview,NULL,77,77,NULL,NULL,NULL,NULL,similarity_matching,similarity_matching,NULL,CSV,NULL,Checking_no_header%202_20250507_194445,673,NULL,NULL,NULL,-110.56,NULL,NULL,NULL
33091,2025-05-07 19:46:38.791656+00,299,274,2023-12-05,APPFOLIO VV9T 8666481536 231204 FNM Properties LLC,NULL,Hall Properties,userreview,NULL,NULL,90,NULL,NULL,NULL,NULL,rag,ngram-fuzzy,NULL,CSV,NULL,Checking_no_header%202_20250507_194445,673,NULL,NULL,NULL,3640.00,NULL,NULL,NULL
33092,2025-05-07 19:46:38.791656+00,299,274,2023-12-05,"Midtown Places, Net Settle 120523 000019491244746 Midtown Places, LLC-a1",NULL,NULL,userreview,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rag,ngram-fuzzy,NULL,CSV,NULL,Checking_no_header%202_20250507_194445,673,NULL,NULL,NULL,2772.10,NULL,NULL,NULL
33102,2025-05-07 19:46:39.811501+00,299,274,2023-11-20,"BUSINESS TO BUSINESS ACH Midtown Places, Settlement 112023 000019421626094 Midtown Places, LLC-a1",NULL,NULL,userreview,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rag,ngram-fuzzy,NULL,CSV,NULL,Checking_no_header%202_20250507_194445,673,NULL,NULL,NULL,-1375.00,NULL,NULL,NULL
33108,2025-05-07 19:46:39.811501+00,299,274,2023-11-10,ONLINE TRANSFER TO US BANK NA CHK XXXXXX9506 F. MUZAFFAR REF #F20L9MXKD3 ON 11/10/23,NULL,NULL,userreview,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rag,ngram-fuzzy,NULL,CSV,NULL,Checking_no_header%202_20250507_194445,673,NULL,NULL,NULL,-8000.00,NULL,NULL,NULL
33109,2025-05-07 19:46:39.811501+00,299,274,2023-11-10,"Midtown Places, Net Settle 111023 000019341269226 Midtown Places, LLC-a1",NULL,NULL,userreview,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rag,ngram-fuzzy,NULL,CSV,NULL,Checking_no_header%202_20250507_194445,673,NULL,NULL,NULL,1311.00,NULL,NULL,NULL
33110,2025-05-07 19:46:39.811501+00,299,274,2023-11-09,Capital Insuranc VENDOR PMT 231108 #303292455 Capital Ins Group,NULL,NULL,userreview,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rag,ngram-fuzzy,NULL,CSV,NULL,Checking_no_header%202_20250507_194445,673,NULL,NULL,NULL,-63.91,NULL,NULL,NULL
33111,2025-05-07 19:46:39.811501+00,299,274,2023-11-09,BILL PAY Sac County 2745 ON-LINE xxxxxxx2935 ON 11-09,Billable Expense Income,Geeta Kalapatapu,userreview,NULL,87,87,NULL,NULL,NULL,NULL,similarity_matching,similarity_matching,NULL,CSV,NULL,Checking_no_header%202_20250507_194445,673,NULL,NULL,NULL,-113.70,NULL,NULL,NULL
33112,2025-05-07 19:46:39.811501+00,299,274,2023-11-09,DEPOSIT MADE IN A BRANCH/STORE #191522792,NULL,NULL,userreview,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rag,ngram-fuzzy,NULL,CSV,NULL,Checking_no_header%202_20250507_194445,673,NULL,NULL,NULL,4885.00,NULL,NULL,NULL
33113,2025-05-07 19:46:40.075384+00,299,274,2023-11-09,"Midtown Places, Net Settle 110923 000019319834702 Midtown Places, LLC-a1",NULL,NULL,userreview,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rag,ngram-fuzzy,NULL,CSV,NULL,Checking_no_header%202_20250507_194445,673,NULL,NULL,NULL,1285.50,NULL,NULL,NULL
33114,2025-05-07 19:46:40.075384+00,299,274,2023-11-07,"Midtown Places, Net Settle 110723 000019286211670 Midtown Places, LLC-a1",NULL,NULL,userreview,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rag,ngram-fuzzy,NULL,CSV,NULL,Checking_no_header%202_20250507_194445,673,NULL,NULL,NULL,1302.72,NULL,NULL,NULL
34637,2025-06-03 15:57:29.062092+00,299,274,2025-06-01,Check Expense:,NULL,NULL,userreview,NULL,NULL,NULL,NULL,IHop,FALSE,FALSE,NULL,NULL,515,Check,NULL,,675,675,NULL,NULL,-1245.00,NULL,NULL,NULL
34525,2025-06-01 17:46:19.137405+00,180,90,2023-04-26,Check Expense:,Shareholders' equity:Distributions,Faroug Muzaffar,complete,NULL,85,NULL,Shareholders' equity:Distributions,Owner,TRUE,FALSE,similarity_matching,NULL,1040,Check,2025-06-01 17:53:55.612997,42723_20250601_174009,528,528,purchase.check,34044,-10000.00,NULL,NULL,471
31423,2025-05-05 14:27:31.378527+00,299,275,2024-12-27,GLITERZ BEAUTY SALON,NULL,NULL,cleaned,NULL,NULL,NULL,Advertising,MillburnEdge,NULL,NULL,NULL,NULL,NULL,CSV,NULL,2025-02-04_transaction_download_20250505_142601,673,657,NULL,NULL,31.45,NULL,NULL,NULL
33093,2025-05-07 19:46:39.811501+00,299,274,2023-12-01,"BUSINESS TO BUSINESS ACH Midtown Places, Settlement 120123 000019505392902 Midtown Places, LLC-a1",NULL,NULL,userreview,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rag,ngram-fuzzy,NULL,CSV,NULL,Checking_no_header%202_20250507_194445,673,NULL,NULL,NULL,-180.00,NULL,NULL,NULL
